Gene,Chromosome,Arm,Start,End,Gene_Length
LINC02938,13,q,44234118,44256596,22478
SERP2,13,q,44373665,44397714,24049
TUSC8,13,q,44399540,44405984,6444
TSC22D1,13,q,44432143,44577147,145004
TSC22D1-AS1,13,q,44575893,44580432,4539
SMARCE1P5,13,q,44594858,44596082,1224
LINC00407,13,q,44651812,44701016,49204
LINC00330,13,q,44799503,44809630,10127
NUFIP1,13,q,44939249,44989471,50222
GPALPP1,13,q,44989529,45037669,48140
RN7SL49P,13,q,45002150,45002447,297
RN7SKP3,13,q,45060729,45061086,357
GTF2F2,13,q,45120510,45284893,164383
RN7SKP4,13,q,45123093,45123414,321
KCTD4,13,q,45192853,45201045,8192
TPT1,13,q,45333471,45341284,7813
SNORA31B,13,q,45336314,45336447,133
SNORA31,13,q,45337480,45337609,129
TPT1-AS1,13,q,45341345,45417975,76630
RCN1P2,13,q,45390353,45391267,914
SLC25A30,13,q,45393316,45418455,25139
SLC25A30-AS1,13,q,45418162,45420371,2209
PPIAP25,13,q,45436121,45436660,539
COG3,13,q,45464898,45536701,71803
ERICH6B,13,q,45534522,45615739,81217
RNA5SP27,13,q,45551485,45551603,118
TIMM9P3,13,q,45552863,45553136,273
COX4I1P2,13,q,45671845,45672391,546
LINC01055,13,q,45680182,45701187,21005
AKR1B1P4,13,q,45687548,45688469,921
CBY2,13,q,45702320,45714559,12239
SIAH3,13,q,45777242,45851753,74511
ZC3H13,13,q,45954465,46052759,98294
CPB2-AS1,13,q,46052497,46161379,108882
CPB2,13,q,46053186,46105033,51847
LCP1,13,q,46125920,46211871,85951
RN7SL288P,13,q,46169458,46169748,290
LRRC63,13,q,46211928,46277115,65187
RN7SKP5,13,q,46249942,46250213,271
ABITRAMP1,13,q,46270077,46270617,540
LINC00563,13,q,46296445,46297844,1399
RUBCNL,13,q,46334681,46438190,103509
RNU2-6P,13,q,46374401,46374590,189
RNU6-68P,13,q,46410454,46410557,103
PPP1R2P4,13,q,46437394,46437988,594
LINC01198,13,q,46455131,46515958,60827
OR7E101P,13,q,46460609,46461121,512
COX17P1,13,q,46490930,46491121,191
FKBP1AP3,13,q,46505118,46505436,318
LRCH1,13,q,46553168,46753040,199872
ESD,13,q,46771256,46797420,26164
HTR2A,13,q,46831546,46897076,65530
HTR2A-AS1,13,q,46852143,46856299,4156
GNG5P5,13,q,47307082,47307301,219
RN7SL700P,13,q,47458941,47459234,293
SUCLA2,13,q,47745736,48037968,292232
NAP1L4P3,13,q,47763460,47764606,1146
RPL27AP8,13,q,47766640,47767085,445
LINC00562,13,q,47930153,47932622,2469
SUCLA2-AS1,13,q,48001389,48002552,1163
NUDT15,13,q,48037726,48047221,9495
MED4,13,q,48053323,48095131,41808
MED4-AS1,13,q,48077137,48079991,2854
POLR2KP2,13,q,48134358,48134534,176
ITM2B,13,q,48232612,48270357,37745
RB1-DT,13,q,48296162,48303720,7558
RB1,13,q,48303744,48599436,295692
PPP1R26P1,13,q,48316863,48320475,3612
PCNPP5,13,q,48328084,48328564,480
LPAR6,13,q,48389567,48444704,55137
RCBTB2,13,q,48488963,48533256,44293
LINC01077,13,q,48570639,48573317,2678
LINC00462,13,q,48576974,48590587,13613
CYSLTR2,13,q,48653711,48711226,57515
PSME2P2,13,q,48771128,48771827,699
FNDC3A,13,q,48975912,49209779,233867
RNU6-60P,13,q,48987915,48988017,102
RAD17P2,13,q,49044079,49046794,2715
RNY3P2,13,q,49095391,49095492,101
COX7CP1,13,q,49187479,49187670,191
OGFOD1P1,13,q,49210422,49212294,1872
MLNR,13,q,49220338,49222377,2039
CDADC1,13,q,49247925,49293485,45560
CAB39L,13,q,49308650,49444064,135414
SETDB2,13,q,49444274,49495003,50729
SNRPGP14,13,q,49488970,49489364,394
PHF11,13,q,49495610,49528981,33371
RCBTB1,13,q,49531946,49585558,53612
ARL11,13,q,49628507,49633872,5365
EBPL,13,q,49660674,49691486,30812
KPNA3,13,q,49699320,49792682,93362
RNY4P30,13,q,49889634,49889728,94
CTAGE10P,13,q,49890591,49892998,2407
RNY4P9,13,q,49908634,49908730,96
SPRYD7,13,q,49912702,49936490,23788
DLEU2,13,q,49956670,50125720,169050
TRIM13,13,q,49995888,50020481,24593
MIR3613,13,q,49996415,49996501,86
KCNRG,13,q,50015254,50020922,5668
MIR16-1,13,q,50048973,50049061,88
MIR15A,13,q,50049119,50049201,82
DLEU1,13,q,50082169,50906856,824687
RPL18P10,13,q,50099331,50099868,537
ST13P4,13,q,50172089,50173181,1092
RPL34P26,13,q,50361410,50361763,353
DLEU7,13,q,50519364,50843939,324575
RNA5SP28,13,q,50812988,50813106,118
RNASEH2B-AS1,13,q,50862172,50910764,48592
RNASEH2B,13,q,50909747,51024120,114373
GUCY1B2,13,q,50994511,51080862,86351
RNA5SP29,13,q,51027747,51027852,105
C13orf42,13,q,51082119,51200252,118133
RPL5P31,13,q,51161723,51162357,634
PRELID3BP2,13,q,51195881,51196081,200
FAM124A,13,q,51222334,51284239,61905
SERPINE3,13,q,51335773,51364735,28962
MIR5693,13,q,51348567,51348639,72
INTS6,13,q,51354077,51454264,100187
INTS6-AS1,13,q,51452364,51554678,102314
RPS4XP16,13,q,51454164,51461315,7151
RN7SL320P,13,q,51469753,51470047,294
SNRPGP11,13,q,51496020,51496251,231
MIR4703,13,q,51552589,51552667,78
RNU6-65P,13,q,51565412,51565509,97
WDFY2,13,q,51584455,51767709,183254
RNY1P6,13,q,51586424,51586532,108
RN7SL413P,13,q,51593919,51594215,296
ATP5PBP1,13,q,51598416,51599460,1044
DHRS12,13,q,51767993,51804163,36170
TMEM272,13,q,51813347,51845177,31830
CCDC70,13,q,51861969,51866232,4263
CTAGE3P,13,q,51908218,51910621,2403
ATP7B,13,q,51930436,52012125,81689
FABP5P2,13,q,51966742,51967149,407
ALG11,13,q,52012391,52079232,66841
UTP14C,13,q,52024691,52033600,8909
NEK5,13,q,52033611,52129092,95481
NEK3,13,q,52132639,52159861,27222
THSD1P1,13,q,52167954,52168321,367
MRPS31P5,13,q,52175639,52194378,18739
TPTE2P2,13,q,52219528,52297828,78300
LINC02333,13,q,52334295,52341896,7601
THSD1,13,q,52377167,52416373,39206
RNY4P24,13,q,52400004,52400099,95
VPS36,13,q,52412602,52450634,38032
CKAP2-DT,13,q,52454774,52455392,618
CKAP2,13,q,52455429,52476628,21199
LINC00345,13,q,52482804,52489216,6412
TPTE2P3,13,q,52503320,52586906,83586
MRPS31P4,13,q,52617558,52637446,19888
HNRNPA1L2,13,q,52642431,52643773,1342
SUGT1-DT,13,q,52651305,52652337,1032
SUGT1,13,q,52652709,52700909,48200
CNMD,13,q,52703264,52739820,36556
MIR759,13,q,52810050,52810140,90
PPIAP26,13,q,52820497,52821018,521
PCDH8,13,q,52842889,52848641,5752
OLFM4,13,q,53028813,53052057,23244
LINC01065,13,q,53099397,53151914,52517
PCDH8P1,13,q,53199981,53202753,2772
RN7SL618P,13,q,53258077,53258372,295
ZNF646P1,13,q,53408882,53409876,994
LINC00558,13,q,53815419,53939960,124541
LINC00458,13,q,53950255,54270397,320142
MIR1297,13,q,54311972,54312048,76
RPL13AP25,13,q,54440704,54441315,611
LINC02335,13,q,55062945,55161490,98545
MIR5007,13,q,55174454,55174548,94
HNF4GP1,13,q,55999200,56000448,1248
SPATA2P1,13,q,56214373,56216942,2569
RN7SKP6,13,q,56885284,56885602,318
PRR20A,13,q,57140918,57143939,3021
PRR20C,13,q,57140918,57157082,16164
PRR20B,13,q,57147488,57150509,3021
PRR20D,13,q,57160632,57163653,3021
PRR20E,13,q,57167197,57170218,3021
PRR20FP,13,q,57173453,57173632,179
MTCO2P3,13,q,57204379,57204799,420
SLC25A5P4,13,q,57314739,57315909,1170
RPL31P53,13,q,57391171,57391518,347
PCDH17,13,q,57631744,57729311,97567
RNA5SP30,13,q,57991350,57991464,114
LINC02338,13,q,58165827,58209483,43656
LINC00374,13,q,58211697,58233117,21420
RNY4P29,13,q,58527655,58527751,96
CTAGE16P,13,q,58528615,58531026,2411
DNAJA1P1,13,q,58751047,58752233,1186
HMGN2P39,13,q,59010332,59010604,272
POLR3KP1,13,q,59071462,59071803,341
RPP40P2,13,q,59262680,59263391,711
RNU7-88P,13,q,59480070,59480132,62
DIAPH3,13,q,59665583,60163928,498345
DIAPH3-AS1,13,q,60012734,60044357,31623
RN7SL375P,13,q,60034465,60034762,297
DIAPH3-AS2,13,q,60144648,60153678,9030
RNY4P28,13,q,60187738,60187830,92
LINC00434,13,q,60214352,60214946,594
TARDBPP2,13,q,60274776,60276006,1230
TDRD3,13,q,60396457,60573878,177421
RNA5SP31,13,q,60613608,60613734,126
LINC00378,13,q,60618991,61176758,557767
EIF4A1P6,13,q,60636888,60638097,1209
RNY3P5,13,q,60789560,60789661,101
LINC01442,13,q,60916981,60945955,28974
MIR3169,13,q,61199798,61199880,82
PCDH20,13,q,61409685,61415849,6164
LINC02339,13,q,61424689,61427946,3257
RAC1P8,13,q,61805150,61805676,526
LINC00358,13,q,61997136,62029572,32436
LINC01075,13,q,62212577,62249947,37370
LINC01074,13,q,62321305,62322398,1093
LINC00459,13,q,62323657,62328833,5176
RPL32P28,13,q,62327988,62328384,396
SQSTM1P1,13,q,62406058,62406916,858
LINC00448,13,q,62672285,62796714,124429
LINC00376,13,q,63183096,63328129,145033
LINC00395,13,q,63667681,63738018,70337
OR7E156P,13,q,63742341,63742804,463
RNU6-81P,13,q,63783801,63783904,103
PPP1R2P10,13,q,63811014,63811608,594
OR7E104P,13,q,63836994,63837456,462
LINC00355,13,q,63851197,64076044,224847
NFYAP1,13,q,63975451,63976422,971
LGMNP1,13,q,64958097,64959396,1299
STARP1,13,q,65309855,65310953,1098
HNRNPA3P5,13,q,65787932,65788764,832
LINC01052,13,q,65866070,65922731,56661
MIR548X2,13,q,65966330,65966429,99
MIR4704,13,q,66218250,66218324,74
TRIM60P19,13,q,66268997,66270458,1461
PCDH9,13,q,66302834,67230445,927611
PCDH9-AS1,13,q,66303871,66323561,19690
RNU7-87P,13,q,66630715,66630776,61
PCDH9-AS2,13,q,66825169,66915031,89862
PCDH9-AS3,13,q,66977432,66985776,8344
PCDH9-AS4,13,q,66990886,67002007,11121
RPSAP53,13,q,67266845,67267706,861
LINC00364,13,q,67326177,67379994,53817
BCRP9,13,q,67790407,67790794,387
NPM1P22,13,q,67831876,67832827,951
OR7E111P,13,q,67902208,67903221,1013
OR7E33P,13,q,67910986,67911951,965
ELL2P3,13,q,68289679,68291280,1601
HNRNPA1P18,13,q,68301605,68303302,1697
RPL37P21,13,q,68331338,68331613,275
RPS3AP52,13,q,68634190,68634486,296
RPL12P34,13,q,68654572,68655050,478
RN7SL761P,13,q,68693804,68694081,277
LINC00550,13,q,68861284,68885325,24041
LINC02342,13,q,68878380,68893573,15193
ZDHHC20P4,13,q,68985058,68986064,1006
SNRPFP3,13,q,69101832,69102056,224
LINC00383,13,q,69221866,69322190,100324
SRSF1P1,13,q,69408216,69408735,519
KLHL1,13,q,69700594,70108493,407899
RNY3P10,13,q,69802940,69803041,101
PSMC1P13,13,q,69894101,69895085,984
ATXN8OS,13,q,70107213,70171738,64525
RNU6-54P,13,q,70459464,70459570,106
MTCL1P1,13,q,70923664,70924455,791
LINC00348,13,q,71015042,71168417,153375
RABEPKP1,13,q,71296210,71297235,1025
DACH1,13,q,71437966,71867204,429238
H3P36,13,q,71675067,71675469,402
RPL21P109,13,q,71704181,71704655,474
RPL35AP31,13,q,71845981,71846317,336
RPS10P21,13,q,71913704,71914178,474
RPL18AP17,13,q,72460132,72460329,197
RPL21P110,13,q,72703693,72704138,445
RNU6-80P,13,q,72706017,72706123,106
MZT1,13,q,72708367,72727629,19262
BORA,13,q,72727749,72756198,28449
DIS3,13,q,72752169,72782096,29927
PIBF1,13,q,72782133,73016461,234328
RNU6-79P,13,q,72881108,72881214,106
PSMD10P3,13,q,73036401,73036848,447
KLF5,13,q,73054976,73077541,22565
FABP5P1,13,q,73100575,73100985,410
RNU6-66P,13,q,73112915,73113018,103
RNU4-10P,13,q,73191528,73191667,139
RNY1P8,13,q,73227147,73227260,113
MARK2P12,13,q,73407768,73408352,584
LINC00393,13,q,73413473,73661891,248418
LINC00392,13,q,73564244,73588070,23826
KLF12,13,q,73686089,74134404,448315
LINC00402,13,q,74231401,74259976,28575
RNY1P5,13,q,74289100,74289214,114
RPL21P108,13,q,74377163,74377951,788
LINC00381,13,q,74419158,74444735,25577
LINC00347,13,q,74552503,74565445,12942
RIOK3P1,13,q,74828553,74830080,1527
RNU6-38P,13,q,75109587,75109693,106
SSR1P2,13,q,75136154,75136940,786
CTAGE11P,13,q,75237944,75240296,2352
LINC01078,13,q,75250480,75252012,1532
TBC1D4,13,q,75283503,75482169,198666
COMMD6,13,q,75525214,75549439,24225
UCHL3,13,q,75549480,75606020,56540
LMO7-AS1,13,q,75604700,75635994,31294
LMO7,13,q,75620434,75859870,239436
FAM204CP,13,q,75688556,75689197,641
LMO7DN,13,q,75871038,75883811,12773
LMO7DN-IT1,13,q,75876886,75881127,4241
LINC00561,13,q,75932395,75935132,2737
LINC01034,13,q,76013023,76014501,1478
RN7SL571P,13,q,76134931,76135225,294
KCTD12,13,q,76880175,76886405,6230
BTF3P11,13,q,76928066,76928836,770
ACOD1,13,q,76948511,76958638,10127
RPL7P44,13,q,76981175,76981916,741
DHX9P1,13,q,76984868,76987943,3075
CLN5,13,q,76990660,77019143,28483
FBXL3,13,q,76992598,77027195,34597
MYCBP2-AS1,13,q,77026767,77129717,102950
MYCBP2,13,q,77042474,77327094,284620
MYCBP2-AS2,13,q,77080511,77081190,679
SCEL,13,q,77535674,77645263,109589
SCEL-AS1,13,q,77599755,77606551,6796
RNY3P7,13,q,77623372,77623472,100
SPTLC1P5,13,q,77659413,77659664,251
SLAIN1,13,q,77697687,77764242,66555
MIR3665,13,q,77698012,77698116,104
EDNRB-AS1,13,q,77779723,77844145,64422
EDNRB,13,q,77895481,77975529,80048
OBI1-AS1,13,q,77919689,78617328,697639
RN7SL810P,13,q,77947497,77947772,275
LINC01069,13,q,77979817,77997881,18064
LINC00446,13,q,77997909,78053604,55695
SRGNP1,13,q,78285838,78286288,450
RNY3P3,13,q,78355227,78355328,101
RPL31P54,13,q,78422823,78423192,369
ELOCP23,13,q,78488182,78488513,331
POU4F1,13,q,78598362,78603552,5190
OBI1,13,q,78614289,78659155,44866
RPL21P111,13,q,78761175,78761651,476
LINC00331,13,q,78786272,78840051,53779
HSPD1P8,13,q,78849231,78851208,1977
CCT5P2,13,q,78908919,78910542,1623
NIPA2P5,13,q,79090783,79094119,3336
BCAS2P3,13,q,79166119,79166885,766
RBM26,13,q,79311824,79406477,94653
RNA5SP33,13,q,79389534,79389631,97
RBM26-AS1,13,q,79406293,79427317,21024
NDFIP2-AS1,13,q,79477364,79481231,3867
NDFIP2,13,q,79481155,79556077,74922
LINC01068,13,q,79566678,79571445,4767
LINC01038,13,q,79804418,79805685,1267
LINC00382,13,q,79872586,79918042,45456
LINC01080,13,q,80011077,80028283,17206
SPRY2,13,q,80335976,80341126,5150
RNU6-61P,13,q,80369426,80369534,108
HNRNPA1P31,13,q,80619098,80620067,969
PWWP2AP1,13,q,80654755,80657027,2272
ARF4P4,13,q,80888348,80888867,519
LINC00377,13,q,81018176,81044691,26515
DPPA3P3,13,q,81114866,81115295,429
LINC00564,13,q,81225865,81226983,1118
RNU6-77P,13,q,81265747,81265837,90
HIGD1AP2,13,q,81272891,81273170,279
PTMAP5,13,q,81689911,81691072,1161
GYG1P2,13,q,82823131,82824136,1005
RNU6-67P,13,q,83298071,83298167,96
SLITRK1,13,q,83877205,83882474,5269
VENTXP2,13,q,83907301,83907781,480
UBE2D3P4,13,q,84020327,84020762,435
MTND4P1,13,q,84520103,84521568,1465
MTND5P3,13,q,84521725,84523915,2190
LINC00333,13,q,84562364,84563236,872
LINC00375,13,q,85065087,85078920,13833
LINC00351,13,q,85363601,85544570,180969
SLITRK6,13,q,85792790,85806683,13893
MOB1AP1,13,q,85968999,85969533,534
DDX6P2,13,q,86275493,86277262,1769
TXNL1P1,13,q,86725500,86726053,553
LINC00430,13,q,86909586,86937108,27522
UBBP5,13,q,87219004,87219269,265
LIN28AP2,13,q,87379472,87380258,786
MIR4500HG,13,q,87427214,87674235,247021
MIR4500,13,q,87618665,87618740,75
SLITRK5,13,q,87671371,87696272,24901
LINC00397,13,q,87801036,87803808,2772
TET1P1,13,q,87890172,87892472,2300
LINC00373,13,q,88142867,88236082,93215
RPL29P29,13,q,88236547,88236969,422
LINC00433,13,q,88494789,88607814,113025
LINC00560,13,q,88626853,88630397,3544
GRPEL2P1,13,q,88978447,88978785,338
LINC00440,13,q,89181324,89280240,98916
LINC01047,13,q,89214847,89236890,22043
TRIM60P13,13,q,89248818,89250100,1282
SP3P,13,q,89361160,89363224,2064
LINC02336,13,q,89402398,89818453,416055
LINC01040,13,q,89477608,89500509,22901
LINC00353,13,q,89548691,89553804,5113
RPL7L1P1,13,q,89833157,89833941,784
PEX12P1,13,q,89991831,89992878,1047
LINC00559,13,q,90060247,90119719,59472
RNA5SP34,13,q,90135712,90135841,129
FAR1P1,13,q,90170866,90171799,933
KRT18P27,13,q,90230384,90231682,1298
MIR622,13,q,90231182,90231277,95
LINC01049,13,q,90493287,90535080,41793
RNU6-75P,13,q,90781766,90781869,103
LINC00410,13,q,90890954,90926597,35643
BRK1P2,13,q,91023732,91023954,222
LINC00380,13,q,91087254,91089593,2339
LINC00379,13,q,91127613,91131407,3794
PPIAP23,13,q,91272081,91272577,496
MIR17HG,13,q,91347820,91354579,6759
MIR17,13,q,91350605,91350688,83
MIR18A,13,q,91350751,91350821,70
MIR19A,13,q,91350891,91350972,81
MIR20A,13,q,91351065,91351135,70
MIR19B1,13,q,91351192,91351278,86
MIR92A1,13,q,91351314,91351391,77
GPC5,13,q,91398621,92873682,1475061
RNU4ATAC3P,13,q,92059844,92059969,125
FABP5P4,13,q,92180715,92180885,170
GPC5-AS2,13,q,92339794,92379536,39742
GPC5-IT1,13,q,92484606,92510094,25488
MIR548AS,13,q,92490163,92490220,57
GPC5-AS1,13,q,92701389,92721614,20225
LINC00363,13,q,93032972,93057926,24954
GPC6,13,q,93226807,94408020,1181213
HNRNPA1P29,13,q,93394977,93395855,878
GPC6-AS2,13,q,93818424,93836144,17720
RNA5SP35,13,q,94025470,94025598,128
GPC6-AS1,13,q,94154193,94187991,33798
DCT,13,q,94436811,94479682,42871
TGDS,13,q,94574054,94596242,22188
GPR180,13,q,94601857,94634661,32804
RNA5SP36,13,q,94651397,94651529,132
LINC00391,13,q,94698725,94708489,9764
RN7SL585P,13,q,94699223,94699502,279
SOX21-AS1,13,q,94703454,94803430,99976
SOX21,13,q,94709622,94712545,2923
BRD7P5,13,q,94757451,94759272,1821
RPL21P112,13,q,94760553,94761015,462
LINC00557,13,q,94960041,94961319,1278
RNU6-62P,13,q,95019235,95019336,101
ABCC4,13,q,95019835,95301475,281640
RNY3P8,13,q,95310830,95310955,125
RNY4P27,13,q,95336106,95336201,95
MEMO1P5,13,q,95394049,95394454,405
CLDN10,13,q,95433604,95579759,146155
CLDN10-AS1,13,q,95479444,95533910,54466
DZIP1,13,q,95578202,95644706,66504
DNAJC3-DT,13,q,95648711,95676973,28262
DNAJC3,13,q,95677139,95794988,117849
MTND5P2,13,q,95692538,95693972,1434
MTND6P18,13,q,95693983,95694495,512
MTCYBP3,13,q,95694569,95695705,1136
UGGT2,13,q,95801580,96053482,251902
HMGN1P24,13,q,95809310,95809607,297
HS6ST3,13,q,96090107,96839562,749455
RN7SL164P,13,q,96169545,96169847,302
MIR4501,13,q,96427229,96427292,63
AMMECR1LP1,13,q,96573659,96574499,840
HSP90AB6P,13,q,96883842,96885821,1979
TULP3P1,13,q,96940149,96984172,44023
RN7SKP7,13,q,96949249,96949533,284
OXGR1,13,q,96985713,96994730,9017
LINC00456,13,q,97168751,97187578,18827
MBNL2,13,q,97221434,97394120,172686
RNA5SP37,13,q,97362972,97363101,129
RAP2A,13,q,97434169,97469128,34959
PSMA6P4,13,q,97475742,97476459,717
RPL7AP61,13,q,97901653,97902288,635
IPO5,13,q,97953658,98024296,70638
FTLP8,13,q,97986950,97987216,266
FARP1,13,q,98142562,98455176,312614
RNF113B,13,q,98175785,98177269,1484
RN7SKP8,13,q,98203835,98204192,357
MIR3170,13,q,98208524,98208600,76
FARP1-AS1,13,q,98435405,98435840,435
STK24,13,q,98445185,98577940,132755
STK24-AS1,13,q,98577244,98578830,1586
NUS1P4,13,q,98610292,98610876,584
CYCSP35,13,q,98629686,98629989,303
CALM2P4,13,q,98640814,98641239,425
RN7SL60P,13,q,98671980,98672278,298
SLC15A1,13,q,98683801,98752672,68871
DOCK9,13,q,98793429,99086625,293196
DOCK9-AS1,13,q,98832084,98834629,2545
RPL7L1P12,13,q,98949719,98950447,728
RNU6-83P,13,q,99025234,99025345,111
DOCK9-DT,13,q,99087819,99088625,806
RPS6P23,13,q,99173593,99174490,897
UBAC2-AS1,13,q,99181223,99200757,19534
GAPDHP22,13,q,99190579,99190991,412
UBAC2,13,q,99200774,99386504,185730
RN7SKP9,13,q,99205708,99206006,298
H2AZP3,13,q,99215372,99215758,386
GPR18,13,q,99254732,99261744,7012
GPR183,13,q,99294539,99307399,12860
MIR623,13,q,99356131,99356228,97
HMGB3P4,13,q,99372173,99372686,513
CCR12P,13,q,99407837,99408914,1077
TM9SF2,13,q,99446311,99564048,117737
LINC01232,13,q,99486962,99499306,12344
LINC00449,13,q,99499727,99501052,1325
LINC01039,13,q,99577112,99580368,3256
CFL1P8,13,q,99582706,99583180,474
CLYBL,13,q,99606669,99909459,302790
MIR4306,13,q,99643059,99643149,90
CLYBL-AS2,13,q,99690081,99690971,890
CLYBL-AS1,13,q,99726245,99728971,2726
ZIC5,13,q,99962964,99971767,8803
ZIC2,13,q,99981784,99986765,4981
LINC00554,13,q,99994899,99997909,3010
NDUFA12P1,13,q,100027769,100028174,405
PCCA-DT,13,q,100053074,100088972,35898
ASNSP3,13,q,100062296,100063601,1305
PCCA,13,q,100089015,100530437,441422
RPL15P18,13,q,100150481,100151092,611
PCCA-AS1,13,q,100464440,100481205,16765
GGACT,13,q,100530164,100589528,59364
RPS26P47,13,q,100539901,100540248,347
TMTC4,13,q,100603625,100675093,71468
COX5BP6,13,q,100623875,100624429,554
NALCN-AS1,13,q,100708325,101059286,350961
ARF4P3,13,q,100756551,100757059,508
LINC00411,13,q,100934023,100944553,10530
NALCN,13,q,101053776,101416508,362732
ITGBL1,13,q,101452593,101720856,268263
FGF14,13,q,101710804,102402457,691653
RNU1-24P,13,q,101778884,101779048,164
HMGB3P7,13,q,101801878,101802488,610
MIR2681,13,q,101967642,101967746,104
LIPT1P1,13,q,102002125,102003310,1185
RNY1P2,13,q,102016953,102017069,116
MIR4705,13,q,102045934,102046004,70
RPL39P29,13,q,102263046,102263202,156
FGF14-IT1,13,q,102292327,102394519,102192
FGF14-AS1,13,q,102367539,102373666,6127
FGF14-AS2,13,q,102394612,102395707,1095
LINC00555,13,q,102589372,102589813,441
TPP2,13,q,102596958,102679958,83000
METTL21C,13,q,102685747,102695044,9297
CCDC168,13,q,102729367,102759072,29705
TEX30,13,q,102765888,102773811,7923
POGLUT2,13,q,102784281,102799040,14759
BIVM-ERCC5,13,q,102799110,102875994,76884
BIVM,13,q,102799119,102841533,42414
ERCC5,13,q,102845831,102875995,30164
METTL21EP,13,q,102891311,102895685,4374
SLC10A2,13,q,103043998,103066417,22419
LINC01309,13,q,103420825,103428298,7473
ATP6V1G1P7,13,q,103444620,103444968,348
RPL7P45,13,q,104814327,104815069,742
DAOA-AS1,13,q,105459055,105505681,46626
DAOA,13,q,105465867,105491034,25167
LINC00343,13,q,105702699,105797539,94840
RNA5SP38,13,q,106155372,106155490,118
LINC00460,13,q,106374477,106384315,9838
RPL35P9,13,q,106425773,106426122,349
EFNB2,13,q,106489745,106535662,45917
ARGLU1,13,q,106541673,106568137,26464
LINC00551,13,q,106568208,106716679,148471
LINC00443,13,q,106653897,106672177,18280
ATP5MC1P5,13,q,106663437,106663847,410
PPIAP24,13,q,106863816,106864286,470
NALF1,13,q,107163510,107867496,703986
SNORD31B,13,q,107320895,107320963,68
MIR1267,13,q,107531171,107531248,77
NALF1-IT1,13,q,107788342,107835451,47109
LIG4,13,q,108207439,108218368,10929
ABHD13,13,q,108218392,108234243,15851
TNFSF13B,13,q,108251240,108308484,57244
RNA5SP39,13,q,108301212,108301331,119
HCFC2P1,13,q,108480226,108481817,1591
MYO16,13,q,108596152,109208005,611853
MYO16-AS2,13,q,109101261,109101919,658
MYO16-AS1,13,q,109163902,109201483,37581
LINC00370,13,q,109281973,109297690,15717
LINC01067,13,q,109310135,109311773,1638
